Tilda UID;Brand;SKU;Mark;Category;Title;Description;Text;Photo;Price;Quantity;Price Old;Editions;Modifications;External ID;Parent UID;Characteristics:Модель;Characteristics:Операционная система;Characteristics:Материал корпуса;Characteristics:Количество SIM-карт;Characteristics:Тип экрана;Characteristics:Диагональ;Characteristics:Размер изображения;Characteristics:Число пикселей на дюйм (PPI);Characteristics:Соотношение сторон;Characteristics:Тыловая камера;Characteristics:Тип корпуса;Characteristics:Тип дисплея;Characteristics:Яркость;Characteristics:Звук;Characteristics:Макс. время работы;Characteristics:Класс водонепроницаемости;Characteristics:Материал ремешка;Characteristics:Вид;Characteristics:Тип;Characteristics:Количество микрофонов;Characteristics:Вес наушника;Characteristics:Голосовой набор;Characteristics:Ответить/закончить разговор;Characteristics:Время работы;Characteristics:Материал;Characteristics:Активное шумоподавление;Characteristics:Особенности;Characteristics:Комплект поставки;Characteristics:Спецификации;Characteristics:Системные требования;Characteristics:Процессор;Characteristics:Экран;Characteristics:Разрешение;Characteristics:Число пикселей на дюйм;Characteristics:Bluetooth;Characteristics:Встроенные динамики;Characteristics:Технология дисплея;Characteristics:Количество ядер;Characteristics:Объем видеопамяти;Characteristics:Количество Thunderbolt 3 (USB-C);Characteristics:Мощность;Characteristics:Количество режимов;Characteristics:Подробная комплектация;Characteristics:Максимальное разрешение;Characteristics:Тип процессора;Characteristics:Частота процессора;Characteristics:Дополнительная информация;Characteristics:Размер ремешка;Characteristics:Длина;Characteristics:Дисплей;Characteristics:Видеокарта;Characteristics:SIM-карта;Characteristics:SIM-карты;Characteristics:SIM-карт;Characteristics:Емкость аккумулятора;Characteristics:Тип уборки;Characteristics:Тип пылесборника;Characteristics:Объем пылесборника;Characteristics:Тип питания;Characteristics:Емкость аккумулятора в комплекте;Characteristics:Время работы от аккумулятора;Characteristics:Время зарядки аккумулятора;Characteristics:Потребляемая мощность;Characteristics:Мощность всасывания;Characteristics:Насадки в комплекте;Characteristics:Уровень шума;Characteristics:Фильтр тонкой очистки;Characteristics:Насадки;Characteristics:Минимальная частота;Characteristics:Максимальная частота;Characteristics:Суммарная мощность;Characteristics:Диаметр ВЧ-динамика;Characteristics:Количество полос АС;Characteristics:Беспроводные подключение;Characteristics:Питание;Characteristics:Стереосистема;Characteristics:Беспроводные подключения;Characteristics:Сабвуфер;Characteristics:Количество динамиков;Characteristics:ОС;Characteristics:Совместимость с ОС;Characteristics:Форма корпуса часов;Characteristics:Размер корпуса;Characteristics:Тип устройства;Characteristics:Тип акустического оформления;Characteristics:Тип крепления;Characteristics:Система активного шумоподавления;Characteristics:Тип подключения;Characteristics:Чувствительность;Characteristics:Минимальная воспроизводимая частота;Characteristics:Максимальная воспроизводимая частота;Characteristics:Размер;Characteristics:Оперативная память (RAM);Characteristics:Разрешение видеосъемки;Characteristics:Основная камера МПикс;Characteristics:Частота обновления;Characteristics:Полет;Characteristics:Камера;Characteristics:Функции;Characteristics:Управление;Characteristics:Навигационная система;Characteristics:Поддерживаемые ОС;Characteristics:Датчики;Characteristics:Видео;Characteristics:Основная камера;Characteristics:Разъем;Weight;Length;Width;Height
830990219651;;;;;Apple iPhone SE, 64 ГБ, (PRODUCT)RED, Америка / Красный- Красный- 64- Америка;;;;0;123;;"Цвет:Красный #d04740;Объем памяти:64;Регион поставки:Америка";;Ci9YeyHUugzxuhGEcEv2;627922084361;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
352036924201;;;;iPhone;Apple iPhone SE, 128 ГБ, (PRODUCT)RED;;iPhone;https://static.tildacdn.com/tild6239-3135-4962-b064-643234646634/apple_iphone_se_red_.jpeg;0;;;"product_options:[{""title"":""Цвет"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}},{""title"":""Объем памяти"",""params"":{""view"":""radio"",""hasColor"":false,""linkImage"":false}},{""title"":""Регион поставки"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}}]";;t5hALSUROsamjFXf6GbN;;iPhone SE;IOS 13;Алюминий;1;IPS, сенсорный;4,7 дюйма;2532x1170;326;;12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;148;67;138;7
145422671181;;;;;Apple iPhone SE, 128 ГБ, (PRODUCT)RED, Америка / Красный- Красный- 128- Америка;;;;0;123;;"Цвет:Красный #d04740;Объем памяти:128;Регион поставки:Америка";;UtIohVzYBCCCOlNym2pX;352036924201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
927627555561;;;;iPhone;Apple iPhone SE, 256 ГБ, (PRODUCT)RED;;;https://static.tildacdn.com/tild6239-3135-4962-b064-643234646634/apple_iphone_se_red_.jpeg;0;;;"product_options:[{""title"":""Цвет"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}},{""title"":""Объем памяти"",""params"":{""view"":""radio"",""hasColor"":false,""linkImage"":false}},{""title"":""Регион поставки"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}}]";;JMpEbL6TDrUvXEFEauMg;;iPhone SE;IOS 13;Алюминий;1;IPS, сенсорный;4,7 дюйма;2532x1170;326;;12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;148;67;138;7
690566285701;;;;;Apple iPhone SE, 256 ГБ, (PRODUCT)RED, Америка / Красный- Красный- 256- Америка;;;;0;123;;"Цвет:Красный #d04740;Объем памяти:256;Регион поставки:Америка";;9uAZRZ2947EDuhJSf8Na;927627555561;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
590800840941;;;;iPhone;Apple iPhone SE, 64 ГБ, Белый;;iPhone;https://static.tildacdn.com/tild3537-3633-4061-a134-393164383837/apple_iphone_se_whit.jpeg;0;;;"product_options:[{""title"":""Цвет"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}},{""title"":""Объем памяти"",""params"":{""view"":""radio"",""hasColor"":false,""linkImage"":false}},{""title"":""Регион поставки"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}}]";;mTOC38GZC4R08ZVU1rrE;;iPhone SE;IOS 13;Алюминий;1;IPS, сенсорный;4,7 дюйма;2532x1170;326;;12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;148;67;138;7
783789577081;;;;;Apple iPhone SE, 64 ГБ, Белый, Америка- Белый- 64- Америка;;;;0;123;;"Цвет:Белый #ffffff;Объем памяти:64;Регион поставки:Америка";;E8KrTA0XiOkpJu3xTOtl;590800840941;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
503366951051;;;;iPhone;Apple iPhone SE, 128 ГБ, Белый;;iPhone;https://static.tildacdn.com/tild3537-3633-4061-a134-393164383837/apple_iphone_se_whit.jpeg;0;;;"product_options:[{""title"":""Цвет"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}},{""title"":""Объем памяти"",""params"":{""view"":""radio"",""hasColor"":false,""linkImage"":false}},{""title"":""Регион поставки"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}}]";;1s2PXyNK2UTIRDsylLYX;;iPhone SE;IOS 13;Алюминий;1;IPS, сенсорный;4,7 дюйма;2532x1170;326;;12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;148;67;138;7
850182766681;;;;;Apple iPhone SE, 128 ГБ, Белый, Америка- Белый- 128- Америка;;;;0;123;;"Цвет:Белый #ffffff;Объем памяти:128;Регион поставки:Америка";;a3tlkYKbr5XOxxYvmh3t;503366951051;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
702687827921;;;;iPhone;Apple iPhone SE, 256 ГБ, Белый;;;https://static.tildacdn.com/tild3537-3633-4061-a134-393164383837/apple_iphone_se_whit.jpeg;0;;;"product_options:[{""title"":""Цвет"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}},{""title"":""Объем памяти"",""params"":{""view"":""radio"",""hasColor"":false,""linkImage"":false}},{""title"":""Регион поставки"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}}]";;LJa0rGbET8UlR1c0NlUN;;iPhone SE;IOS 13;Алюминий;1;IPS, сенсорный;4,7 дюйма;2532x1170;326;;12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;148;67;138;7
951230381211;;;;;Apple iPhone SE, 256 ГБ, Белый, Америка- Белый- 256- Америка;;;;0;123;;"Цвет:Белый #ffffff;Объем памяти:256;Регион поставки:Америка";;k7xhZhcFknGlkbGIBAk8;702687827921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
255520523281;;;;iPhone;Apple iPhone SE, 64 ГБ, Черный;;iPhone;https://static.tildacdn.com/tild6261-3830-4536-b466-663537626635/apple_iphone_se_blac.jpeg;0;;;"product_options:[{""title"":""Цвет"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}},{""title"":""Объем памяти"",""params"":{""view"":""radio"",""hasColor"":false,""linkImage"":false}},{""title"":""Регион поставки"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}}]";;HSTVpzEVdpGJHO4aSohG;;iPhone SE;IOS 13;Алюминий;1;IPS, сенсорный;4,7 дюйма;2532x1170;326;;12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;148;67;138;7
653382598801;;;;;Apple iPhone SE, 64 ГБ, Черный, Америка- Черный- 64- Америка;;;;0;123;;"Цвет:Черный #000000;Объем памяти:64;Регион поставки:Америка";;JtBfll2DPvTPuVLsTUA7;255520523281;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
434737199301;;;;iPhone;Apple iPhone SE, 128 ГБ, Черный;;iPhone;https://static.tildacdn.com/tild6261-3830-4536-b466-663537626635/apple_iphone_se_blac.jpeg;0;;;"product_options:[{""title"":""Цвет"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}},{""title"":""Объем памяти"",""params"":{""view"":""radio"",""hasColor"":false,""linkImage"":false}},{""title"":""Регион поставки"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}}]";;VF05rKXvdhrRpoCXlxYo;;iPhone SE;IOS 13;Алюминий;1;IPS, сенсорный;4,7 дюйма;2532x1170;326;;12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;148;67;138;7
111284559761;;;;;Apple iPhone SE, 128 ГБ, Черный, Америка- Черный- 128- Америка;;;;0;123;;"Цвет:Черный #000000;Объем памяти:128;Регион поставки:Америка";;S54itHNiox7ygVZSBHjc;434737199301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
758343997081;;;;iPhone;Apple iPhone SE, 256 ГБ, Черный;;;https://static.tildacdn.com/tild6261-3830-4536-b466-663537626635/apple_iphone_se_blac.jpeg;0;;;"product_options:[{""title"":""Цвет"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}},{""title"":""Объем памяти"",""params"":{""view"":""radio"",""hasColor"":false,""linkImage"":false}},{""title"":""Регион поставки"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}}]";;vafoMADxYJ3Fu1EIYER5;;iPhone SE;IOS 13;Алюминий;1;IPS, сенсорный;4,7 дюйма;2532x1170;326;;12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;148;67;138;7
831507816171;;;;;Apple iPhone SE, 256 ГБ, Черный, Америка- Черный- 256- Америка;;;;0;123;;"Цвет:Черный #000000;Объем памяти:256;Регион поставки:Америка";;velFJG2LlgIjaSH65DJs;758343997081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
899148452971;;;;iPhone;Apple iPhone XR, 64 ГБ, (PRODUCT)RED;;;https://static.tildacdn.com/tild6535-3364-4937-b036-653063626237/MRYM2RUA_0.jpeg;0;;;"product_options:[{""title"":""Цвет"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}},{""title"":""Объем памяти"",""params"":{""view"":""radio"",""hasColor"":false,""linkImage"":false}},{""title"":""Регион поставки"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}}]";;rFxtZbYEiYY1ROBaCPXd;;iPhone XR;IOS 12;;1;цветной IPS, сенсорный;6.1 дюйм;1792x828;324;19.5:9;12МП;Классический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;194;75;150;8
877060591281;;;;;Apple iPhone XR, 64 ГБ, (PRODUCT)RED, Америка / Красный- Красный- 64- Америка;;;;0;123;;"Цвет:Красный #d04740;Объем памяти:64;Регион поставки:Америка";;2Me6UvxSpAXnen86HRlR;899148452971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
205687156571;;;;iPhone;Apple iPhone XR, 128 ГБ, (PRODUCT)RED;;iPhone;https://static.tildacdn.com/tild6535-3364-4937-b036-653063626237/MRYM2RUA_0.jpeg;0;;;"product_options:[{""title"":""Цвет"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}},{""title"":""Объем памяти"",""params"":{""view"":""radio"",""hasColor"":false,""linkImage"":false}},{""title"":""Регион поставки"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}}]";;9DscP7agypARTfZ3U79x;;iPhone XR;IOS 12;;1;цветной IPS, сенсорный;6.1 дюйм;1792x828;324;19.5:9;12МП;Классический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;194;75;150;8
625647173531;;;;;Apple iPhone XR, 128 ГБ, (PRODUCT)RED, Америка / Красный- Красный- 128- Америка;;;;0;123;;"Цвет:Красный #d04740;Объем памяти:128;Регион поставки:Америка";;oGxPCFobz4XRbjBobSYF;205687156571;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
513620791101;;;;iPhone;Apple iPhone XR, 64 ГБ, Черный;;iPhone;https://static.tildacdn.com/tild3931-3064-4338-b063-636635326630/MRYJ2RUA_0.jpeg;0;;;"product_options:[{""title"":""Цвет"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}},{""title"":""Объем памяти"",""params"":{""view"":""radio"",""hasColor"":false,""linkImage"":false}},{""title"":""Регион поставки"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}}]";;KuRk1PMfzMkKdIMhy212;;iPhone XR;IOS 12;;1;цветной IPS, сенсорный;6.1 дюйм;1792x828;324;19.5:9;12МП;Классический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;194;75;150;8
549569109151;;;;;Apple iPhone XR, 64 ГБ, Черный, Америка- Черный- 64- Америка;;;;0;123;;"Цвет:Черный #000000;Объем памяти:64;Регион поставки:Америка";;soUm2FITMeRKOgXVOxY8;513620791101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
737746360311;;;;iPhone;Apple iPhone XR, 128 ГБ, Черный;;iPhone;https://static.tildacdn.com/tild3931-3064-4338-b063-636635326630/MRYJ2RUA_0.jpeg;0;;;"product_options:[{""title"":""Цвет"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}},{""title"":""Объем памяти"",""params"":{""view"":""radio"",""hasColor"":false,""linkImage"":false}},{""title"":""Регион поставки"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}}]";;xVa7T5yTLr0PvX6BgBjZ;;iPhone XR;IOS 12;;1;цветной IPS, сенсорный;6.1 дюйм;1792x828;324;19.5:9;12МП;Классический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;194;75;150;8
822849827531;;;;;Apple iPhone XR, 128 ГБ, Черный, Америка- Черный- 128- Америка;;;;0;123;;"Цвет:Черный #000000;Объем памяти:128;Регион поставки:Америка";;k4no33hz77ooI48FIX7z;737746360311;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
800826646191;;;;iPhone;Apple iPhone XR, 64 ГБ, Белый;;;https://static.tildacdn.com/tild3762-3737-4538-b836-643761303962/MRYL2RUA_0.jpeg;0;;;"product_options:[{""title"":""Цвет"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}},{""title"":""Объем памяти"",""params"":{""view"":""radio"",""hasColor"":false,""linkImage"":false}},{""title"":""Регион поставки"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}}]";;zH4xF8JmYbYthaF6a5LN;;iPhone XR;IOS 12;;1;цветной IPS, сенсорный;6.1 дюйм;1792x828;324;19.5:9;12МП;Классический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;194;75;150;8
602065169141;;;;;Apple iPhone XR, 64 ГБ, Белый, Америка- Белый- 64- Америка;;;;0;123;;"Цвет:Белый #ffffff;Объем памяти:64;Регион поставки:Америка";;gSrg7ofyvmI5iFE5yHco;800826646191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
751246709591;;;;iPhone;Apple iPhone XR, 128 ГБ, Белый;;iPhone;https://static.tildacdn.com/tild3762-3737-4538-b836-643761303962/MRYL2RUA_0.jpeg;0;;;"product_options:[{""title"":""Цвет"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}},{""title"":""Объем памяти"",""params"":{""view"":""radio"",""hasColor"":false,""linkImage"":false}},{""title"":""Регион поставки"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}}]";;Ytx9mVka7SCO0SeAsIAI;;iPhone XR;IOS 12;;1;цветной IPS, сенсорный;6.1 дюйм;1792x828;324;19.5:9;12МП;Классический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;194;75;150;8
867643689521;;;;;Apple iPhone XR, 128 ГБ, Белый, Америка- Белый- 128- Америка;;;;0;123;;"Цвет:Белый #ffffff;Объем памяти:128;Регион поставки:Америка";;ufBZOP6nbudmttgAfKHk;751246709591;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
818957755411;;;;iPhone;Apple iPhone XR, 64 ГБ, Желтый;;;https://static.tildacdn.com/tild3537-3962-4531-b637-336538376163/MRYN2RUA_0.jpeg;0;;;"product_options:[{""title"":""Цвет"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}},{""title"":""Объем памяти"",""params"":{""view"":""radio"",""hasColor"":false,""linkImage"":false}},{""title"":""Регион поставки"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}}]";;MA4khy2Mmpt6f2zO7LDf;;iPhone XR;IOS 12;;1;цветной IPS, сенсорный;6.1 дюйм;1792x828;324;19.5:9;12МП;Классический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;194;75;150;8
125629100131;;;;;Apple iPhone XR, 64 ГБ, Желтый, Америка- Желтый- 64- Америка;;;;0;123;;"Цвет:Желтый #f2ea00;Объем памяти:64;Регион поставки:Америка";;ttr0NSyt1Yt7sL9nLT07;818957755411;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
925860983061;;;;iPhone;Apple iPhone XR, 128 ГБ, Желтый;;iPhone;https://static.tildacdn.com/tild3537-3962-4531-b637-336538376163/MRYN2RUA_0.jpeg;0;;;"product_options:[{""title"":""Цвет"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}},{""title"":""Объем памяти"",""params"":{""view"":""radio"",""hasColor"":false,""linkImage"":false}},{""title"":""Регион поставки"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}}]";;mCcVShBXAz0pOFyBDob6;;iPhone XR;IOS 12;;1;цветной IPS, сенсорный;6.1 дюйм;1792x828;324;19.5:9;12МП;Классический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;194;75;150;8
405675861101;;;;;Apple iPhone XR, 128 ГБ, Желтый, Америка- Желтый- 128- Америка;;;;0;123;;"Цвет:Желтый #f2ea00;Объем памяти:128;Регион поставки:Америка";;DDEi5mutVL3SpvVVL8Xn;925860983061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
474160897691;;;;iPhone;Apple iPhone XR,128 ГБ, Синий;;iPhone;https://static.tildacdn.com/tild3166-6339-4063-a134-313666396432/MRYQ2RUA_0-1.jpeg;0;;;"product_options:[{""title"":""Цвет"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}},{""title"":""Объем памяти"",""params"":{""view"":""radio"",""hasColor"":false,""linkImage"":false}},{""title"":""Регион поставки"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}}]";;BaUbuYuJEuNvdZrHut4Y;;iPhone XR;IOS 12;;1;цветной IPS, сенсорный;6.1 дюйм;1792x828;324;19.5:9;12МП;Классический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;194;75;150;8
516705023411;;;;;Apple iPhone XR,128 ГБ, Синий, Америка- Синий- 128- Америка;;;;0;123;;"Цвет:Синий #033357;Объем памяти:128;Регион поставки:Америка";;dJdhD6izOKXD11MhUZtp;474160897691;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
650988245501;;;;iPhone;Apple iPhone XR, 64 ГБ, Синий;;;https://static.tildacdn.com/tild3166-6339-4063-a134-313666396432/MRYQ2RUA_0-1.jpeg;0;;;"product_options:[{""title"":""Цвет"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}},{""title"":""Объем памяти"",""params"":{""view"":""radio"",""hasColor"":false,""linkImage"":false}},{""title"":""Регион поставки"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}}]";;UcGpgRkDx4En9XlgIkV3;;iPhone XR;IOS 12;;1;цветной IPS, сенсорный;6.1 дюйм;1792x828;324;19.5:9;12МП;Классический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;194;75;150;8
171476984881;;;;;Apple iPhone XR, 64 ГБ, Синий, Америка- Синий- 64- Америка;;;;0;123;;"Цвет:Синий #033357;Объем памяти:64;Регион поставки:Америка";;vvUxkYrYnR0h5EY1sV1P;650988245501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
